gene	max	min
HIST2H4B	5.10549561786507	0.000136862440717422
NME1-NME2	5.0694959473582	1.0284912477232e-08
C12orf60	5.06329986699141	1.30198385406288e-09
TRAPPC5	5.05512831968612	1.50643089114055e-08
TREH	5.03955961902016	6.92563898230247e-07
UQCC2	5.03131164502275	1.6687185704356e-06
LDLRAD2	5.01726402701163	2.36560553368292e-08
MINOS1	4.97330356741014	8.5039433272982e-09
CYB561D2	4.94753658135414	1.70645817476611e-08
DDTL	4.94435834541428	5.59035595593116e-08
AMY1C	4.92589787743913	9.25001726059804e-06
MAP1LC3B2	4.92161384753478	1.29310423702123e-07
HIST1H4I	4.88135420459551	1.13811220183724e-05
PHKG1	4.88022381139025	3.53304336897509e-07
PGA4	4.87821730163684	7.33347832593267e-06
HBG1	4.87631904107668	0.000171217842915183
SNX32	4.87026230857734	1.94493539051876e-08
SLC5A2	4.83422869073413	2.38046038436579e-08
SLC9A3	4.81750666233627	1.3262985797402e-06
C19orf33	4.8094122990316	5.01909775962872e-08
SLC3A1	4.78884945261649	3.87359957096933e-05
TMEM236	4.76894541783137	3.73178415244979e-05
SCHIP1	4.75516589090639	5.25056374822697e-07
CXCR5	4.71789971186705	7.66475850788595e-07
FAM25C	4.68609697919723	0.000167023755994755
ANGPTL6	4.67984113980949	2.27342138003905e-07
NME7	4.67508196993132	3.37431764840801e-06
ACY1	4.65355701680945	1.06740486671697e-07
PDGFRL	4.64284233558821	5.6558074477131e-06
C1orf56	4.63947435091679	3.06371812364148e-08
HPS3	4.63739091358798	7.02861882251327e-06
CFB	4.63279309539303	4.1068449974091e-08
NDUFA7	4.60383550471289	8.11475064921297e-09
ARG2	4.6030093842079	3.08055900788418e-08
APOC2	4.59427008041544	1.06160552171275e-06
ANXA8	4.57669263545577	2.39193231443835e-07
AREG	4.5711540488388	5.9114019101969e-07
PET100	4.55949495051383	8.17743917025382e-09
SFTA2	4.55679321250058	6.19071657470549e-06
CEBPA	4.54724664480792	9.38767454883305e-08
RGPD2	4.48152862709547	1.21640147656699e-05
HOXC4	4.47669661503095	2.99210972851682e-05
SLC19A1	4.46278102530294	5.28280392764202e-08
FOXH1	4.46161866421279	2.49731940682452e-06
FAM151A	4.46079591119885	6.02737387489505e-06
FAM47E-STBD1	4.41090209441384	1.94223492844259e-07
FANCA	4.40246267423859	9.2859217282637e-05
SULT1A3	4.35583866280284	1.669062230647e-07
PCDHGC5	4.33268809197664	6.66347454658656e-07
PCSK7	4.32674055723307	9.27057566713074e-07
CYP51A1	4.3194391475442	2.5160325645146e-07
FAM25G	4.30648421922403	9.07165817185529e-05
C17orf49	4.30363950432603	6.79685667748231e-08
ZNF770	4.29140163754281	3.07566359047939e-08
MAGED4	4.27134617912762	3.70541843608407e-06
CNTD1	4.27062145061854	2.51122771466328e-08
EMILIN3	4.26937740952429	4.6274861165152e-06
AMN	4.26775466486759	5.7822804411245e-07
HBD	4.25892449837154	2.23571535298284e-05
PTRH1	4.25518918907299	3.87334213591828e-07
B3GNT9	4.25480673275788	1.09981583840124e-08
CHRNE	4.24984910868811	6.14844462121233e-07
AMY1A	4.24936422444725	0.000356290441113183
FAM209A	4.24430012615289	2.33625405465787e-07
C21orf33	4.22592277114794	9.18728799703672e-08
AMY1B	4.21734672807222	1.22764861666402e-05
SRPK3	4.19887324757558	2.35316920171869e-07
FAM47E	4.18856130152152	3.33322915060386e-05
CGREF1	4.17830074154945	5.81354823081526e-06
PAK6	4.17527743417411	4.03077795452234e-06
EDARADD	4.17373555263402	9.22405567105322e-06
H3F3C	4.16410463942066	2.07895400006208e-07
SERF1A	4.15924798104858	4.41475981036721e-05
TBC1D3F	4.15823267740249	1.1980760072916e-06
RPL10	4.1564838157073	7.32582705609275e-09
RPS17	4.15343524469465	1.97520666489481e-08
NBL1	4.15319090193673	3.7588880452688e-08
CYP21A2	4.13481623946823	9.49205879674508e-07
NOMO2	4.13234876487629	8.24852337544257e-08
PCDHGC3	4.12936042642445	2.55393100001555e-07
IL18BP	4.12764373058046	1.1352243589613e-08
GOLGA8O	4.1031627452698	7.01101395961246e-06
ZNF90	4.10076022367463	6.21339939499421e-08
RPL36A	4.09344330829707	1.26564536129248e-07
BCAS4	4.09099832027032	7.22948885201191e-07
TUBB2B	4.08577140511305	2.36831845246144e-07
RBM4	4.08322311149386	1.99633554132106e-09
FBXO16	4.07107749912137	1.02393940326628e-06
AMY2A	4.06931921363442	0.000126469581410715
C7orf55-LUC7L2	4.06826551697143	3.47730111371902e-09
LILRB3	4.05461759605729	1.82449660046657e-06
CENPO	4.04722888234442	7.27778166620396e-08
NDST2	4.04605742458278	2.73659930272174e-08
SLA2	4.03550451354177	7.92398061499888e-05
TMEM200B	4.02724032779088	5.37713136239404e-08
PTGES3L-AARSD1	4.01670694718334	3.65042396310855e-09
C11orf71	3.99200120822882	3.90401554639652e-07
CTAGE8	3.97686944363552	2.06532040802898e-07
ZGPAT	3.97064662884633	6.64717614284882e-09
HPR	3.95694875314423	4.82236938381675e-07
TLDC2	3.9559865739669	1.39418157019122e-08
C9orf172	3.9549855886985	2.72890616770383e-08
SYNC	3.95030316124063	9.00674912429622e-08
SLC7A6OS	3.94823922618325	3.42984418644221e-08
HERC3	3.94684638011154	1.9974732072825e-05
DBNDD2	3.94651076008731	4.26475743608989e-10
DEGS2	3.9448771260817	0.000737913506632104
EME2	3.93822766084492	2.6317370505069e-09
PLA2G4B	3.92140812180579	6.84636498604618e-08
TRPV1	3.89606243357196	1.14972226805676e-05
PSMA2	3.87697373838125	1.82400734516364e-08
PPP1R12B	3.86528169736734	4.61085747360812e-08
TMEM140	3.86070167036651	4.03390654213354e-10
HAUS7	3.86056109000954	5.58078028234377e-11
TSSK3	3.86004285820804	1.3523071826782e-06
MYL6B	3.85971816122875	1.71332548148939e-08
TMOD1	3.85559592108675	1.33298685156547e-06
BOP1	3.85102702771889	1.63711835199365e-08
ENO3	3.84801290295921	2.83264083300594e-08
SPRR2G	3.84066166655276	7.87842356464452e-06
RPS26	3.83470385460573	1.51355119548668e-08
SLC9B2	3.83241230318656	4.32868729927094e-06
TUBB3	3.82476056977818	3.66864327960847e-06
TPSD1	3.81811732968465	1.38082031453379e-06
C4B	3.81060386879358	4.15170662293463e-08
IFFO2	3.80176719249554	2.29311025279344e-07
HLA-DRB1	3.79009998067338	1.27913658332091e-07
SDHAF2	3.78688657191376	1.11011715375753e-08
EPHA1	3.77860663311271	1.83875416670531e-07
ZNF135	3.77437802025087	3.40387158459521e-08
SAMD14	3.7680147825057	1.50544440469247e-06
RPL17	3.76579615925005	1.46005749712685e-08
HLA-DQB1	3.76208035191096	4.58386213431083e-07
NEDD8	3.74525646692639	7.4070589661801e-09
TMPO	3.73799778109159	4.29993529760253e-06
ARHGDIG	3.73376610202855	2.75871293631269e-06
NOMO3	3.71066646416243	7.2007447116107e-08
NBEAL1	3.70605302635968	4.14518677160913e-08
PCDHGA12	3.70257713320785	8.75174666070677e-08
PHYHIPL	3.70145734739177	1.62698388983529e-07
BSCL2	3.69716224914816	1.35699376180298e-07
NUP62	3.693742047946	3.04206677625984e-08
TOMM5	3.68704285705619	1.40281217753113e-08
PCDHGB7	3.6856508836957	4.40571032989112e-08
MEF2B	3.68488918093559	3.92910000401869e-06
PCDHGA2	3.68094867661236	1.38646523595298e-07
LSMEM2	3.6807396635521	4.8786697148806e-07
NECAB1	3.67857215323377	4.48649523399069e-06
PWP2	3.67513330797948	2.78356976135541e-07
C1orf204	3.6748628030488	5.59487395548341e-05
GATC	3.66246546831516	4.20582497717703e-08
EIF3C	3.65306863173243	1.93476292764672e-08
CRYBG3	3.64180133219994	3.06047660103559e-07
FAM161B	3.63774607381107	9.6546639780648e-06
PCDHGB3	3.63734874856029	2.69602717040129e-07
RABGEF1	3.63657528717492	3.1986706616749e-09
HS3ST3B1	3.63532758973805	1.02865685525089e-06
PDXP	3.63324603915673	6.56110294983137e-08
U2AF1L4	3.63197783898654	5.10750908233604e-09
JMJD7	3.62200928968382	6.02644467662117e-09
NUDT17	3.62124720594431	5.09595299291732e-09
MMP24	3.61943862101438	2.04625974875583e-06
MTFP1	3.61567668692003	1.03907594528607e-07
MXD3	3.61480483621093	6.58926238017443e-08
BRF2	3.61257320872136	1.23446663558013e-07
SLX1A	3.60254974382299	3.26741584011359e-07
TREX2	3.59430683292696	4.19357394365605e-08
DIRAS1	3.5898417666108	4.60158336323957e-07
CNNM2	3.57818586073452	4.87087882472537e-07
IQCJ-SCHIP1	3.575502550568	1.13214443153709e-07
PCDHGA6	3.56391512926112	1.10902060868057e-08
FAM156B	3.54432550265954	1.32844984346292e-07
TATDN2	3.54270583567104	2.26160938865405e-08
MAFK	3.54258128218268	3.62471448411839e-08
CTRB1	3.54130952729925	1.17656740927785e-06
SMCR8	3.53631548535344	8.44996955740029e-08
MTPN	3.53314397043962	1.91138973271165e-06
CD72	3.53266223019974	1.57124319333235e-07
RAPH1	3.52805335313711	9.16490346725141e-06
PCDHGA9	3.52606291172532	4.51940371792858e-08
DDX47	3.52432918179446	3.33104210881174e-10
MTCP1	3.51342004356894	4.53362844154981e-07
MMP19	3.50961232654711	6.77886036637432e-07
SARM1	3.5086201169895	2.59321965563331e-05
SEPT1	3.50109631795308	0.000195113807919256
ARHGEF18	3.49927521317701	3.20447106627597e-08
CD302	3.49516883520308	8.28861459467589e-08
BBS1	3.49365711415774	4.46897718830996e-09
NPIPB11	3.49330901131488	2.92926243261604e-08
H3F3A	3.48991094234648	1.77052053018656e-08
ARHGEF39	3.48130319501702	2.70723932160877e-09
CSDC2	3.4758992865745	1.99182698850109e-05
TXNDC5	3.47125605678441	1.18836229745511e-09
MTHFS	3.46940889974316	2.55409727145661e-07
GTF2A1L	3.46571547672048	6.45486833761311e-07
ATG10	3.46177494757246	6.377143479952e-09
PCDHGA5	3.45499552101158	3.94791890290236e-08
DCDC2B	3.45122546806399	1.29273713106448e-05
MT1G	3.45115236776178	1.04183345346343e-05
TECR	3.44913219435757	2.6607786285382e-07
IGFLR1	3.4483504505274	1.74208559799993e-07
SPDYA	3.44290212152638	1.02119162015413e-08
RBM34	3.43494255376839	3.23286641901177e-09
GSTT2B	3.43220657404186	1.79176729009356e-08
PCDHGB2	3.42831036027357	3.99663518946269e-08
PCDHGA11	3.42770317354337	1.01307153554941e-07
U2AF1	3.42760169779542	2.14222639627337e-09
ADH1A	3.42673003000746	1.56355666192098e-06
CHURC1	3.42603616262617	9.86843762262879e-09
TBC1D3	3.42491835744703	3.61701247264534e-06
FBXL8	3.42172260571365	1.6905020494562e-07
RNASEK	3.41428896822129	1.78635159997498e-08
KCTD7	3.40413714394805	1.94049537682872e-06
CPT1B	3.40257109486454	1.62051634333693e-08
TPSG1	3.39774416487877	1.39034409762928e-07
BMI1	3.39617039833274	3.42145449749864e-08
PI4K2A	3.3930132247333	2.075193661355e-08
ORM2	3.38771744168243	6.19593311821376e-05
KRT2	3.38699308489502	5.73059343209614e-05
PCDHGA7	3.38318142034906	5.29542769633906e-08
PEX19	3.37933312617693	2.21123777066623e-08
CD27	3.37920390773597	1.37509521191959e-06
ZNF587	3.37854025132643	3.13349872715918e-07
HOXA9	3.37498162893031	1.22016640879963e-06
APOLD1	3.37121863072912	1.11257855817115e-07
NPPA	3.36332681375078	9.7811871047071e-07
PTCD1	3.35223696319436	5.47318244059625e-08
NDUFA2	3.34556866053313	1.98643945736876e-09
FAHD1	3.34153562424941	3.18392322284922e-07
IGLL5	3.33976586050577	7.96255541501978e-08
CKS1B	3.33628781359071	7.07377654229902e-08
SPRN	3.32928874013617	9.00522722746544e-06
PCDHGA10	3.32866860525268	8.51726125183916e-08
TMEM97	3.32601732355355	4.48052885460015e-07
ENDOG	3.3253713701092	1.06873612182312e-08
PCDHGA4	3.32341319205411	1.21275077202831e-07
ARF3	3.32240238895111	6.95236934689092e-09
RHOF	3.30462392148026	6.05701156786154e-07
FAM156A	3.2982682415361	1.29365584911056e-08
TRIM16	3.29574404858361	1.27635407132232e-07
EMC6	3.29573436402276	1.40200411280489e-08
MAFG	3.28033548773077	2.95914093229044e-08
ACAD11	3.27269543450678	1.08562010048274e-07
HBA1	3.27204015273834	7.66368923876826e-09
GOLGA8N	3.26664682008428	5.86394884027897e-06
DLEC1	3.2548487428982	5.63695210731296e-06
SLC18A2	3.24959753001476	1.79817242726976e-05
PCDHGB4	3.24883533772657	4.68483412618959e-08
SMIM7	3.24476252709024	5.03174479860036e-09
NUDT3	3.24304650984406	1.87775773152765e-07
MDM2	3.23582593224865	5.91622111301149e-08
TBC1D3G	3.23432522272072	0.000406992368040093
SLC25A10	3.23275335299589	2.42503526592941e-07
HPCA	3.23208656066362	2.07216732051041e-07
PSMC3IP	3.22942077196976	1.54236075022851e-07
YPEL1	3.22297419818717	3.65950785674585e-07
RGL4	3.22198691983392	2.79459884566791e-07
GNG10	3.22066395164447	2.37072494968515e-09
VKORC1	3.21896891282151	1.14754259428196e-08
SPATA13	3.21470875325583	1.33138428104473e-06
ACSBG1	3.2114363214308	6.41356250552505e-07
RHOQ	3.21074849803257	1.9311987564663e-09
HNRNPA1L2	3.20108072446946	3.25485878249765e-08
EIF3CL	3.20087793358919	1.21882060000189e-08
TOMM40L	3.19857926568349	2.01033675928386e-07
ARHGAP8	3.19468649682004	2.26799875324701e-07
EGLN2	3.19211414942011	4.54629258683781e-08
SRXN1	3.19050651965991	4.37117808615994e-09
GSTM2	3.18650271444695	8.42503666831362e-09
UTS2	3.18380547190768	3.68255262461759e-06
CCDC85C	3.17898479033958	2.26513871393053e-06
CASKIN1	3.17701225024639	0.000116971910754771
SIAH1	3.1722971846602	2.43440674729811e-07
DDX39B	3.17062530707392	1.63489950466555e-08
HIST2H4A	3.16902871758267	7.38124864065881e-05
SNRPN	3.16877826628483	4.20295815928284e-08
CLPS	3.16380665678483	2.99995058044011e-05
SH3BP1	3.16231136680406	1.99785199632707e-05
PCDHGB6	3.1585473223467	1.5898663052738e-08
KIAA1841	3.15068551354714	1.50527373334874e-05
GFER	3.1469152199274	6.33630267365959e-07
NPIPB3	3.14650111123992	3.22973683353212e-08
CMTM6	3.14188470975993	9.62198676290882e-09
PCDHGB1	3.14129546661379	6.44070517197282e-08
PSMG4	3.12855748979344	1.4415499993703e-07
PHC1	3.12799094372701	2.16369473449163e-08
MEMO1	3.12464376645313	1.53637058630807e-08
NAA38	3.1226823341072	3.74012909531984e-09
GGCX	3.11873277706556	4.46985692903468e-08
C19orf44	3.11447494397595	1.78424255370402e-07
ARL17A	3.10635918273331	8.58041668294618e-06
TAC3	3.09660142680586	7.64487286808446e-07
PET117	3.09584843419351	6.81618343545409e-07
RELL2	3.09549384801962	1.31367879108168e-06
KRT79	3.08797126856548	5.88018025604597e-07
CPZ	3.08529110347764	2.25352945193436e-08
PRICKLE4	3.08036995227496	1.02658120226806e-07
AGAP4	3.07748766863235	1.19581103774635e-06
AKAP2	3.07410374829329	1.04436601588986e-08
ZNF559	3.06598175991452	5.26914579523918e-07
VPS33A	3.06579353525498	1.31282575921432e-08
TMEM186	3.04834567993555	3.67880653939778e-07
TMEM110	3.04437839684333	5.85115529805336e-07
NOP9	3.04406847746262	2.68024803240507e-07
RASA4	3.04402035263734	1.36069431277974e-08
FBF1	3.03771348632228	1.06662980403627e-06
PCDHGA3	3.0322360793389	8.56170735974437e-08
MRAP	3.0299960314102	4.61836197154231e-05
TMEM120B	3.02563951073322	4.8629417670476e-06
TIMM23B	3.02450536903726	0.000246026891439044
CKM	3.02225894797831	2.24789908020995e-07
SAP25	3.01119692501282	5.56505875159985e-07
B3GNT4	3.00851667725051	0.000109630965749341
GAPDHS	3.00812672109962	1.44521505252015e-05
HAS3	3.00800208156882	3.41635002554241e-06
GSTM1	3.00717700907887	2.0153658091826e-06
FZD4	2.98930804466378	5.94614562032802e-08
ZNF10	2.97933382790466	1.246645093822e-07
USP41	2.9791187684222	4.64220883076294e-05
CRCP	2.97847046173698	1.26827321977885e-08
BCKDHA	2.96263290890191	1.19864602687869e-07
BIVM	2.95709854086285	3.75250884587786e-07
IRF9	2.94930657805208	4.32778968217917e-09
GNAL	2.94070409043919	1.13777492760647e-06
GOLGA8H	2.93675424011553	9.90344581053293e-06
SDHD	2.92227591417417	7.02091806914495e-09
ENAM	2.92203587377338	6.14662218378914e-06
C21orf59	2.91736579432401	1.25147208152043e-08
SLC25A29	2.91512715441034	3.17735233679173e-08
PCDHGA1	2.91415081276423	1.77853105076675e-06
MUC20	2.91085590835378	1.30674839837752e-08
DES	2.90568889505479	8.16769542044682e-05
C1orf226	2.90488788522927	1.59887727368968e-06
GET4	2.87532248431467	1.08691677880302e-08
TUBB6	2.87237365509304	0.00038553947358988
FGFBP2	2.86775038870231	0.000148480054530609
C22orf23	2.86516073988068	5.33813575565034e-07
PLD6	2.84845442913366	1.42671044756071e-07
RTEL1	2.84796928859926	5.87082787939508e-09
KRT6C	2.84707500384913	6.056668086174e-06
TRIM56	2.84665791383199	4.91853575645962e-08
UFSP2	2.84629819934799	4.09197423945074e-06
TRIOBP	2.84627148977862	1.09387965352425e-09
ABCB9	2.84562742435453	1.44879604846437e-06
CFHR1	2.83820488015095	1.42600915769009e-05
AS3MT	2.83414380995938	8.508785569461e-07
RPS27	2.82987264807198	9.04098307330514e-09
PLIN4	2.82114328735332	3.44764136173126e-06
GPSM2	2.82065863320451	5.48914816755897e-06
OPN1SW	2.81497859364698	5.46099757019469e-05
SCO2	2.81361719833618	7.40579337410452e-07
FNTB	2.80881203824303	2.84398559813326e-07
RDH14	2.80747462749039	2.06075736919331e-07
HOOK2	2.80656174028576	8.04592103165191e-07
B4GALNT1	2.8007094606753	3.62453383662142e-06
POLR3H	2.79705009977674	1.12763429260809e-07
F11R	2.79492589021477	9.25930248030227e-08
KCTD14	2.78445441879454	8.11045297588464e-08
B3GAT2	2.77285250480532	1.18598899883637e-05
MBD3	2.76423661792279	9.44818445702822e-09
C10orf55	2.75944124275089	7.24481235425678e-05
PLD4	2.74554024689795	3.46669110695697e-06
PPP1CB	2.74481140148227	3.61928696790415e-07
AGAP9	2.73751859823035	8.77548700373154e-10
MSH5	2.73442461965786	1.60567018259172e-06
SH3BGRL3	2.73077788101526	1.34797799589137e-08
COX20	2.73070493627828	6.38540858588499e-06
RPL21	2.730149742222	7.03296798576503e-09
ZNF358	2.72840788007469	1.66822724523286e-08
BAG2	2.72651258991177	2.15864818908784e-07
GBGT1	2.71981180869392	3.78980428017428e-06
TTC4	2.71157660680516	2.44222260192828e-08
CELA3A	2.70989785051487	2.06545107692691e-05
UBE2V1	2.70678592203837	2.8109088390238e-09
CDRT4	2.70045456966386	4.01566197183456e-07
FAM104A	2.69643964667501	1.56699473841115e-07
CBWD5	2.6948970796767	9.49809653150169e-08
LRFN4	2.69102901184509	2.91904648896946e-07
KIAA0408	2.68326814413459	2.74149536405588e-06
CMC1	2.68193704691267	1.87543033547399e-07
JAZF1	2.68112396445856	5.62186599495362e-08
AARSD1	2.67636532128055	5.04163946146718e-08
SNRPD1	2.66862504572316	2.6030099853358e-08
UBE4A	2.66790341650008	1.11355875809238e-06
NR2C2	2.66123642388344	1.7234023097501e-08
NBPF12	2.65472459432321	4.43595560284393e-09
FEM1A	2.64051120426607	2.73505245118599e-08
BIRC5	2.63953466487045	1.5461930080285e-05
CD68	2.62890722963074	1.34206981741158e-05
SERPINB10	2.623122321048	1.80562635829773e-05
CCDC85A	2.62217035131924	2.13437301432862e-06
ZNF395	2.61986354412154	1.67146900764692e-08
SAA4	2.61733471766161	4.46754442329222e-06
GSTA2	2.61368083420021	1.40278748141931e-05
NDUFA11	2.60418682171282	9.30454824299431e-09
HLA-DQB2	2.59730891536099	1.44502083809783e-06
NHEJ1	2.59701932849661	1.3905869513664e-06
MMEL1	2.59248103328526	2.61870751696591e-05
ADORA2A	2.59173376369218	1.43233971519052e-05
GGTLC2	2.59031400813091	0.00112019497615301
MUC12	2.58925251062312	1.07569214060632e-05
CALML4	2.58760359195314	4.26588751181178e-05
FSCN3	2.58279962968282	2.94177736392953e-07
LYRM9	2.58165304069619	1.22015829973066e-06
FAM166A	2.57406242514007	9.97607640051967e-07
NBPF9	2.57161901944627	2.82142948115904e-07
MLLT1	2.56480115200078	4.54727109300279e-08
B3GNT5	2.56331441756743	1.02985112238052e-06
SLC31A2	2.55706753308767	2.34834898193981e-08
EIF4EBP3	2.55228082686348	2.08313678307093e-07
TFF1	2.5425392854537	1.48478484573999e-06
IL3RA	2.54010467615217	7.20537172149704e-08
CBWD3	2.53848066431669	1.06761635332298e-06
NBPF11	2.53585146969995	1.58093548474625e-07
COX19	2.522687221972	1.67146950946773e-07
RPL39	2.5202277409839	1.3218913963442e-08
LRRC37A2	2.51743807832773	2.20205353507197e-07
NBPF14	2.51699587112027	5.85968582367258e-06
C4orf19	2.51387192637975	7.20412520749392e-08
F8A3	2.5120756209565	0.00011119481219346
BGLAP	2.50857406822019	9.76959728316018e-06
PGAM5	2.50334190952967	2.44012096528579e-07
RASA4B	2.50266659848561	2.27394650664792e-07
ZNF410	2.49734704045746	7.01479203613076e-08
ARIH1	2.49245674979729	1.45883539284242e-05
C20orf24	2.49148977812711	6.24899065826412e-09
PDF	2.48449306764768	2.34658265707566e-07
NTRK3	2.48371935849872	6.90722344871553e-05
YOD1	2.47967638717486	1.18172701619734e-05
MRPL38	2.47824968739985	2.84164514141594e-09
CRIP3	2.47728829292657	0.000137171258305813
PTPRCAP	2.4766628939794	1.18248955072175e-07
RPP38	2.4679921182741	1.53738256791769e-07
NACA2	2.46782328891007	6.54385717169248e-07
TSTD2	2.4663658581829	1.66938711743114e-07
STIM2	2.46091947703975	1.08223098083116e-05
C19orf71	2.45758508938316	7.70373551617354e-08
ACSM3	2.45671723631366	0.000146988124080316
PAQR4	2.45318412108647	3.45316686978236e-06
SMN1	2.45279631444875	9.24038427996265e-08
POLR2J3	2.45131115875667	5.18850944430937e-08
HLA-DQA1	2.45001290471771	1.61847762170098e-06
NHLRC2	2.44261100391225	5.99056204642068e-08
TMEM79	2.43936590777059	1.50105887275487e-07
AAK1	2.43649732009539	8.60965471893849e-06
GRK6	2.43330455743043	2.01825474688277e-06
AP3S2	2.4302433867845	4.25564028461167e-09
TIGD7	2.42035161422923	2.50841485422981e-05
SLC4A5	2.41743708283604	5.8383254408767e-07
TARDBP	2.41736956847588	3.759937250436e-09
CHAD	2.41222942118004	3.93121059483192e-06
CENPP	2.40870847141398	4.14386579561388e-05
SRR	2.40796957351293	6.32581550252809e-07
FABP5	2.39976098792897	5.8659871182698e-08
PNLIP	2.39847361752861	1.76763801684743e-06
GLUD2	2.39227977827441	2.91712694000523e-08
DDI2	2.38822109447755	4.93659992883977e-08
MOCS1	2.38677765600889	1.07200466281654e-06
P2RY11	2.3801193513148	3.65012859937508e-08
ZCCHC3	2.37433665678349	4.22000612232409e-08
KRT75	2.3739585895634	2.89992722324328e-05
PSMA6	2.37132448901255	2.40772877191375e-08
ABHD16A	2.37027191123053	4.61643470117679e-08
ZBTB20	2.36822228646159	6.6927466130684e-05
RPS29	2.3673248649621	2.08048174243913e-08
KRAS	2.36135109431551	1.35345157303846e-09
C12orf43	2.34925094577422	9.1053098800753e-05
SLC46A1	2.34772889909606	7.60403517929831e-08
EFNA3	2.34109250014705	1.96060555346378e-07
C5orf24	2.33773887445449	1.56197053624574e-08
PLGLB1	2.33056987509263	3.26602603362147e-06
CHRM3	2.32946876544125	3.56711455040681e-07
SPRYD4	2.32624197876685	2.86581235808825e-06
NRAP	2.32540622937632	2.98221145100808e-06
C1QTNF3	2.32193514395745	1.68774492781409e-06
LCNL1	2.31967355236026	1.57946954750798e-05
PILRA	2.31928142577927	4.35754969885238e-07
ABAT	2.31853228422172	3.12969172711064e-06
SOGA3	2.30550339538959	4.78745254799406e-05
VAMP2	2.2946319838879	1.24387522504321e-08
GNG8	2.29414713560106	9.88523157463561e-06
METTL16	2.29233115854242	4.55404011745486e-06
WDR83	2.28553759473411	1.45410075091945e-08
DIABLO	2.28536033736334	5.20324761055235e-09
TPCN2	2.27634292468044	7.212978935911e-06
GTF2I	2.26546215110483	4.34236886448502e-08
EMG1	2.26099251376526	1.40156652594925e-06
MSMB	2.2602902528233	2.21293099400555e-08
C11orf52	2.25307983374105	1.32841778555104e-06
CORO7	2.25228938965318	1.33900081245031e-07
KBTBD4	2.24675996113845	9.16772613379635e-09
PDGFRA	2.22704328901087	1.34868463064208e-08
UQCR11	2.22685797604665	1.51326400299467e-08
ABI2	2.22224004021692	0.000112356668061864
GNG2	2.21872591353031	5.25135985807168e-08
