gene	corr_XENA_Toil	corr_Piccolo_Lab	corr_Recount2	corr_MSKCC_norm	corr_MSKCC_BATCH
PLA2G2D	0.988072877031266	0.98519973136567	0.991608655003323	0.990010164824695	0.953499304129068
PLA2G2F	0.955994350197851	0.911560135376171	0.975982141958345	0.959754423280181	0.957923627253178
PLA2G2C	0.818748929530271	0.70749709031506	0.896100302357911	0.822799286263819	0.811604364149296
UBXN10	0.994947809722623	0.994653704495017	0.999455576064741	0.997244487449974	0.991735530844878
VWA5B1	0.883827141577238	0.901906674174909	0.932204604202769	0.896038179673752	0.886823409678099
CAMK2N1	0.993695173058592	0.999640024939165	0.999298715616396	0.997658488123113	0.992608452619302
MUL1	0.968036244866691	0.996718558867072	0.997133849035557	0.976998195756188	0.961420295467517
FAM43B	0.965139593048071	0.934225411607199	0.980422279802023	0.970190692430791	0.958481315046738
CDA	0.976607509085351	0.999526631812558	0.999182733080608	0.995327206546189	0.972811891812383
PINK1	0.941676281269398	0.970614682070928	0.96590725727481	0.957768950201651	0.958801836610015
DDOST	0.958844528243153	0.997030858205353	0.996626080770259	0.978980383838901	0.937206830904323
KIF17	0.94481038936713	0.988320885120048	0.996889561992496	0.95001600514631	0.941597700769767
SH2D5	0.968283097978751	0.976539694785441	0.99199713368723	0.971674502467613	0.960605162071121
HP1BP3	0.892226306670277	0.995349921062536	0.996475073596476	0.926078452750969	0.898756604601479
EIF4G3	0.953499191033253	0.998333825038523	0.997326863594423	0.974624548753397	0.963546368806449
ECE1	0.983295309508942	0.999154309777289	0.999474388166468	0.98660960573697	0.983205329027484
NBPF3	0.977980808434635	0.972090192153078	0.981848257815421	0.983294115913349	0.978089217786362
ALPL	0.996221374306899	0.999734584820495	0.999734174966472	0.997758975151044	0.991175252648076
RAP1GAP	0.995096053178712	0.999724467996304	0.999030988818615	0.992911607231879	0.972115489453486
USP48	0.942569361636107	0.996678251891097	0.998287669817811	0.96936582844124	0.936882082391403
LDLRAD2	0.87950903356736	0.855058547328549	0.816682335690624	0.612594517187695	0.610612404775429
HSPG2	0.857296272525994	0.999519874392215	0.98386012567827	0.924293151917	0.897375874502114
CELA3B	0.714171965076144	0.750288092012578	0.789217160682616	0.72257267070219	0.719914611416359
CELA3A	0.744298206294371	0.835170567680213	0.872208970576992	0.744791203190453	0.739157027503873
CDC42	0.947501520169564	0.992474267758721	0.992514421083213	0.947559756516784	0.91891036199073
WNT4	0.987287263669946	0.995435864397226	0.998689820420066	0.986571792406376	0.976423662174051
ZBTB40	0.978409575093263	0.998330678122278	0.998961133762601	0.987802190784026	0.950495369898323
EPHA8	0.913401617357062	0.883078837191652	0.948837271965882	0.917003737491996	0.91428528446914
C1QA	0.99275783218564	0.999648965524181	0.999621780721749	0.996578215776863	0.989477485300666
C1QC	0.992957862503145	0.999602484895749	0.999588237130664	0.996589193395296	0.987860867214519
C1QB	0.994183904170955	0.999688219407376	0.999663571086873	0.997246624083455	0.992261997841995
EPHB2	0.990294220319486	0.999356614142182	0.999754859717669	0.997119431472061	0.983233110994644
KDM1A	0.977573069495223	0.998435778272096	0.999276910621469	0.982053889002714	0.968784268505194
LUZP1	0.9786544253291	0.999124909494639	0.999070669098038	0.986595742047048	0.98104672023301
HTR1D	0.976402860071755	0.975077826002162	0.992744858674754	0.975050091756008	0.972015390893986
HNRNPR	0.962364525378566	0.995247901271512	0.998088094161533	0.974868571270926	0.957473115723652
ZNF436	0.984181009436266	0.999064898268439	0.999336776100328	0.993034678116533	0.98521160626969
TCEA3	0.996635760259383	0.99948191476565	0.999809420046628	0.997504409744252	0.99340165326523
ASAP3	0.991511252361761	0.999400495637855	0.999074573968539	0.992508366067516	0.985791279151146
E2F2	0.995185832115767	0.99921843424518	0.999090329494704	0.996207084832351	0.94306797741971
ID3	0.992313674146521	0.999433314259846	0.999552466847962	0.993022795181778	0.99068290779465
MDS2	0.783482098675945	0.838023587699146	0.918608830483257	0.807362700093067	0.804461405765969
RPL11	0.971967934775486	0.996284368342675	0.996701912860402	0.981473302258561	0.976434168911408
PITHD1	0.975676739743099	0.997138943250915	0.998675049477706	0.979327786979956	0.972604227181646
LYPLA2	0.95927301706687	0.99595259092768	0.997465032217704	0.9799223575713	0.958240356540983
GALE	0.984742980990012	0.999077491661981	0.999353075933223	0.989717840499247	0.938995630410341
HMGCL	0.987606242590423	0.998564186971949	0.999079779397267	0.989609271491424	0.977402136708815
FUCA1	0.993761878190292	0.999401602465389	0.999636843302158	0.995392296591883	0.951679264113106
CNR2	0.919705997653714	0.870174383992072	0.958468062189706	0.925897027038928	0.89253939367019
PNRC2	0.946074822005558	0.995792540036456	0.996113652720515	0.949031644319182	0.934010113947807
SRSF10	0.928140625093379	0.991952513970882	0.997655624836031	0.949321876891437	0.92586710193117
MYOM3	0.986234845198697	0.994361933992486	0.997160890165007	0.986232692431556	0.980145368046553
IL22RA1	0.990558820609844	0.993404224407575	0.997477857943056	0.993469579756361	0.967498295710681
GRHL3	0.979240215231628	0.997433526724956	0.997918326549785	0.983542688257106	0.981491725483612
NIPAL3	0.974706242029644	0.998905396589367	0.999694217221059	0.977077856982808	0.968081010102083
RCAN3	0.960008348255276	0.959933181418925	0.998956360990592	0.968799978202526	0.963508254649525
SRRM1	0.930264045643947	0.992311079744389	0.996215142517133	0.968720188692898	0.932466590429134
CLIC4	0.986931208933888	0.99951385210428	0.998718228164097	0.993970270403223	0.981092844945561
RUNX3	0.992728247481219	0.999621291784893	0.998956420776083	0.994770004835328	0.985097229730816
SYF2	0.976031729336559	0.997436471357663	0.997226026605394	0.978828292871998	0.969927890149502
TMEM50A	0.906497505747398	0.996471235841606	0.997343308810052	0.905451560975443	0.88216731048131
RHCE	0.929299774326236	0.951901201735991	0.288145961066194	0.938581020991441	0.92956656263884
TMEM57	0.978237277965969	0.998118358371047	0.998515637919063	0.985734403064151	0.974752574951803
LDLRAP1	0.984811269888733	0.998681416535292	0.999353662559491	0.989929504795964	0.977172032272895
MAN1C1	0.992771932559097	0.998048289830144	0.999795265003806	0.993830334263617	0.991338918084435
PAQR7	0.989703595929639	0.996325641010162	0.99821314788959	0.991570634725301	0.982667047373703
STMN1	0.991127589570269	0.99944830440148	0.999375412887464	0.994081602831639	0.990711808570089
PAFAH2	0.969041221620279	0.998292972541599	0.99875008389118	0.972452700344283	0.936419724237474
EXTL1	0.91100522915773	0.969533144057315	0.984252623922309	0.918310255947698	0.910546518535089
SLC30A2	0.972319961717967	0.977958736154551	0.976416459301182	0.974330877564684	0.9712166074256
TRIM63	0.962137008218046	0.967787049322724	0.980151094453314	0.967040937686559	0.962649680366407
PDIK1L	0.974889380093008	0.998872806998692	0.998664594704288	0.981763950787038	0.968941041715749
FAM110D	0.975356129585763	0.995451655862401	0.992386605692656	0.99331561626373	0.982274507132356
ZNF593	0.910540679732488	0.955093224711229	0.951773297762794	0.949057044114424	0.946210858490018
CNKSR1	0.987345762075146	0.998454793398013	0.9980686571275	0.991465864802271	0.984970359809359
CEP85	0.986736451876345	0.998828830250992	0.999103568629162	0.991586951870865	0.976708556721372
SH3BGRL3	0.966123802519365	0.998881605249158	0.997298498852985	0.981820572520074	0.961912434908856
UBXN11	0.983724001523542	0.995791375530503	0.631365595430502	0.98556177718261	0.961573454274899
CD52	0.990217447177374	0.998910643576129	0.998778135338627	0.994909649160642	0.974997597369794
ZNF683	0.966537176518716	0.988411026358191	0.99254199174362	0.980895012295093	0.970256000055357
DHDDS	0.939114463251059	0.99536588592672	0.997848007965676	0.954841026271952	0.918567932981625
HMGN2	0.975538083603019	0.976491909597612	0.987096538779185	0.979319972947595	0.96459706490018
RPS6KA1	0.988156469246116	0.998778674672743	0.99936387561773	0.988232518517385	0.870883563890891
ARID1A	0.967545040094033	0.998745131473913	0.998960734366657	0.97747228807156	0.968621495339751
PIGV	0.972748986768483	0.99808155143841	0.998358930698372	0.976537126522607	0.960561965224847
ZDHHC18	0.886898675179626	0.997318304633149	0.998828819334267	0.922755907298858	0.931821533010266
SFN	0.997429400582569	0.999401564091883	0.999545599028182	0.998735084689939	0.980145831707689
GPN2	0.552183375967661	0.796956465290839	0.99761849815274	0.616081524496174	0.605681935845245
GPATCH3	0.942697174490925	0.994497516918955	0.996920769733244	0.960009461341045	0.944904809407551
NUDC	0.945976667663863	0.994674221679921	0.997402897476202	0.977154730648926	0.961926599540623
NR0B2	0.944967941929581	0.961321639143916	0.972878749480088	0.946912996462446	0.943300739178578
TRNP1	0.992149049428951	0.99945369211702	0.999044171850413	0.993339792421374	0.983946815756657
FAM46B	0.996015842000952	0.999375547890219	0.999552198180962	0.997636659076503	0.983037144844716
SLC9A1	0.963503154775039	0.999292542273322	0.99911234989542	0.989098559720169	0.980798723290634
WDTC1	0.973345431970042	0.998302322132203	0.999113091950468	0.985431715561979	0.9804009216534
TMEM222	0.962421650439151	0.99654519883242	0.99830990084551	0.976697940638964	0.969454672678515
SYTL1	0.993141840411393	0.99922003262314	0.999145139822086	0.996246097019459	0.990880446284004
MAP3K6	0.94729874101138	0.999271181130989	0.999276909979452	0.969186510261755	0.912498570584454
FCN3	0.97111777587322	0.996283721371592	0.998346344683539	0.993966641565454	0.971646460694044
CD164L2	0.97270370109624	0.97122483275316	0.977551522929594	0.978851182002904	0.976877224074718
GPR3	0.978389945861413	0.991868707756915	0.997403081998835	0.991771903192922	0.984588407549068
