gene	corr_XENA_Toil	corr_Recount2	corr_MSKCC_Norm	corr_MSKCC_BATCH
MMP23B	0.948908589586597	0.964217755267483	0.944514449329599	0.762728744235787
CDK11B	0.947758741893181	0.975665717095291	0.952607794627406	0.693800663912164
SLC35E2B	0.956904984855885	0.981846141489577	0.958562772531417	0.709942335246191
CDK11A	0.907415616472568	0.983533400811808	0.9302130012593	0.520200676845532
SLC35E2	0.947705210341942	0.963806914053464	0.917773283068115	0.635527217712411
NADK	0.935608932941871	0.983381099369325	0.942603038947506	0.419702415942163
GNB1	0.961757496643264	0.988455059395342	0.96090433512978	0.713214042094894
CALML6	0.937161434709171	0.930089921970057	0.937970345416818	0.526547904900501
TMEM52	0.974791104308298	0.98710988734544	0.975349757772997	0.832079322282496
GABRD	0.954557159043418	0.927373748233775	0.955170078163456	0.900003497852937
PRKCZ	0.987238284546749	0.912008201501489	0.985386758372543	0.909452839770911
SKI	0.977598688549878	0.994363548069922	0.981115010966427	0.783124569137473
MORN1	0.97002674930364	0.980080985224759	0.963329877106682	0.836130776420578
RER1	0.842231751808967	0.653418975567944	0.821547590097265	0.552267970125114
PEX10	0.922202912715626	0.536797560498012	0.917236374808848	0.774298171795225
PLCH2	0.991612571761346	0.997407726758827	0.992551872386454	0.889920073229163
PANK4	0.928480903658069	0.987430935875063	0.934749874497006	0.662444289067298
HES5	0.93657197983023	0.889720174072744	0.935982955473323	0.878317075519071
TNFRSF14	0.974599384384701	0.9924804919072	0.980230826198615	0.614207669531134
FAM213B	0.930345355447504	0.930647295357355	0.934541534551625	0.804561162126579
MMEL1	0.834152904192582	0.758889408882177	0.818661998688797	0.711106215341978
TTC34	0.828059094085476	0.818096803161834	0.828931777645711	0.724631037852885
PRDM16	0.985660873695905	0.998533054878851	0.98692228056914	0.907057655413867
ARHGEF16	0.996484501312244	0.998167851564833	0.996737896449515	0.864991149337492
MEGF6	0.982335412094401	0.996785365301473	0.984424016900258	0.777026472619802
TPRG1L	0.945126057429058	0.967030865939557	0.955681245034261	0.729921947163842
WRAP73	0.928134687244548	0.941041767336236	0.925564431120645	0.681016285977976
TP73	0.88555711719509	0.995569087524563	0.976817987384514	0.900366851179378
SMIM1	0.983397743907165	0.987314187666195	0.98435154027478	0.871522339115021
LRRC47	0.903537313949263	0.984658255240351	0.937964447150296	0.729637211685037
CEP104	0.777596778818563	0.985239553335058	0.769908874035139	0.605952244603779
DFFB	0.959897278535155	0.991116464908231	0.960619839035977	0.619956787148714
C1orf174	0.948327801536737	0.972867870528139	0.954587841254856	0.69303678641077
AJAP1	0.924095945603634	0.995657836792267	0.926161524476859	0.824366421894601
NPHP4	0.976524514633952	0.992856549472591	0.977352345268851	0.776816503972806
KCNAB2	0.986189123084385	0.996367810739113	0.986278046996587	0.846421069555475
CHD5	0.964625340726277	0.993159313413698	0.962998634617726	0.905284193504925
RPL22	0.878485943700885	0.985559246387611	0.909569239441725	0.779414598132465
RNF207	0.973951639011038	0.978560459286274	0.976058483201619	0.739629197114655
ICMT	0.869724564037478	0.803121834366155	0.864220456375414	0.700479235630447
GPR153	0.993282681478483	0.997128682197125	0.994540338078902	0.829017314781474
ACOT7	0.986480872997061	0.993991227693911	0.988632483009284	0.853969406948647
HES2	0.968924534361662	0.941148280479607	0.96873574570656	0.921252354367718
ESPN	0.973472835797744	0.946341221181702	0.972603965684723	0.87794937134711
TNFRSF25	0.988372324789783	0.992129927847747	0.989382666926388	0.781350142464218
PLEKHG5	0.989563482093155	0.994297032446075	0.991111732930161	0.876453619979763
NOL9	0.877131651470457	0.982903649494397	0.884162525547107	0.59606616542186
TAS1R1	0.904958899148998	0.931819846452164	0.906246127151853	0.849456651050984
ZBTB48	0.948151028989507	0.984508863929238	0.945657404244457	0.565175820439202
KLHL21	0.982384706165559	0.994579991693655	0.986149317205849	0.883060803955749
PHF13	0.977928222212065	0.992920103326949	0.98175723822958	0.840605941380907
THAP3	0.945130033926135	0.772121212744139	0.953490833290496	0.772336552783452
DNAJC11	0.917095001665753	0.836818777126281	0.90060157127663	0.702431271406288
CAMTA1	0.908965259749396	0.991698135314014	0.914201681327152	0.728774271021878
VAMP3	0.967106769831224	0.990537097181492	0.971671536093537	0.782486980662443
PER3	0.963615156380913	0.970098352021095	0.964634898233852	0.883591090434423
UTS2	0.827226202084517	0.0466687841596791	0.820403505867759	0.812547909235733
TNFRSF9	0.818027744498906	0.742081112839983	0.92258751609887	0.907759658348762
PARK7	0.94985648879152	0.988061196261452	0.963289267540437	0.817025514612275
ERRFI1	0.994426587794817	0.997794516140457	0.995533875442086	0.921213636272834
SLC45A1	0.991447954547258	0.99660950493666	0.992510933790524	0.926884092753987
RERE	0.980168722965574	0.995423105633646	0.98532791846764	0.80936567305834
ENO1	0.985272413637245	0.991925037927126	0.988123950165727	0.829427206330124
CA6	0.855357747773577	0.615810411152068	0.853089850380793	0.844234379972131
SLC2A5	0.978159286083051	0.995331956778203	0.982122930701227	0.857931698853731
GPR157	0.928874851505921	0.992638851862115	0.942388557215865	0.762594412455401
H6PD	0.973751147758264	0.98934526872689	0.979137032907555	0.600281096534561
SPSB1	0.979961291401379	0.995405546136541	0.978032249008799	0.805451163009472
SLC25A33	0.970591879140099	0.986756750029068	0.970746862410802	0.785346239807272
TMEM201	0.971035202162043	0.991123053817299	0.97603262628802	0.815347390522516
PIK3CD	0.948062195223333	0.929559031932943	0.952578852718587	0.782336716049437
CLSTN1	0.878571547906002	0.94806655383867	0.896331668902337	0.785050514877035
CTNNBIP1	0.926119222836693	0.994550705533776	0.919227598102277	0.880335848243535
LZIC	0.912616218595872	0.985440715721059	0.924403409790632	0.731445383340753
NMNAT1	0.954070091022824	0.985414743679311	0.952780623891489	0.781386568218662
RBP7	0.993928864774543	0.996924861612068	0.994986314548565	0.951536078889282
UBE4B	0.939502171430949	0.98969471428547	0.949300293008346	0.843484409421571
KIF1B	0.966628281549754	0.991354935649409	0.972968229597577	0.76114135419497
PGD	0.99290725449009	0.997452283896435	0.993944652706067	0.915134111534992
CORT	0.796620510816635	0.805213116099548	0.757470321590286	0.643551888289254
DFFA	0.79568165826901	0.976199304375289	0.798988930513321	0.64642791065683
PEX14	0.942752699124908	0.978011920096042	0.950266641396277	0.642218502700639
CASZ1	0.966302247713456	0.99568700510533	0.970732491791207	0.873318350287425
C1orf127	0.909060790970377	0.903690491820078	0.909629583506367	0.894347652600899
TARDBP	0.255135175256373	0.980982015359547	0.960414889205147	0.66811505472958
MASP2	0.984603061628444	0.985069333261151	0.984942927852421	0.851412719184268
SRM	0.963985682163949	0.988750338535949	0.973200865686283	0.717001015957734
EXOSC10	0.954145102733382	0.987484317791597	0.963900346482203	0.631748298337271
MTOR	0.850547049944193	0.986924339585939	0.893832888253795	0.661022977811035
ANGPTL7	0.981008683936765	0.971227356645892	0.981198627856432	0.945224969899595
UBIAD1	0.953908898907035	0.983846912893282	0.960933696108572	0.739676794537338
FBXO2	0.987633732514095	0.992854834259435	0.989537403088814	0.918893121604895
FBXO44	0.980164908359826	0.99428131040319	0.982508435159893	0.82576959046219
FBXO6	0.95284008481336	0.978917268296119	0.960587820087717	0.776795786585047
MAD2L2	0.973396036338078	0.987763122683987	0.978509545781427	0.739572698866159
DRAXIN	0.880255779392404	0.857904930749137	0.881357167916833	0.838295584663418
AGTRAP	0.983088480076322	0.993326416723847	0.986164364803888	0.872693936171468
C1orf167	0.146132279081996	0.180220610006708	0.156839839238486	0.106654645761056
MTHFR	0.929697798600614	0.916033781100729	0.932618416842781	0.721891177426166
CLCN6	0.969474507842004	0.992902610740628	0.976712167269088	0.594519802120048
NPPA	0.872881696379999	0.976610477090322	0.873229789186921	0.586065747001333
NPPB	0.925954975618436	0.816143914351923	0.923982532956309	0.87304318412357
KIAA2013	0.944017864863553	0.98522013674758	0.9620055007353	0.737745163359349
PLOD1	0.980180820590705	0.993731221487439	0.985474905605126	0.798984685118792
MFN2	0.97090811217469	0.991337085048027	0.97538670080259	0.832344741202197
MIIP	0.975619471235591	0.992029753916998	0.980920550046391	0.68653470522104
TNFRSF8	0.990470779678729	0.979803010564104	0.990908987440687	0.951460520247225
TNFRSF1B	0.990799651616355	0.996182256882879	0.992573840235031	0.832421709095865
VPS13D	0.913635924878892	0.990529114099752	0.92475752416776	0.790894175870039
DHRS3	0.983059673391413	0.993304561368469	0.986477886324414	0.857523990213926
C1orf158	0.954685728917812	0.818450219208362	0.959075548814224	0.950534608297873
LRRC38	0.962686574738357	0.846632904879045	0.962945845072342	0.935895709894705
PDPN	0.977391021563005	0.988612807089617	0.978808538551533	0.938692504317678
PRDM2	0.948167621206564	0.991769791945265	0.952158137084519	0.805175627181949
KAZN	0.926027653023964	0.993098271357728	0.963038445848766	0.865381452934377
TMEM51	0.989977894771408	0.995254396128936	0.99181040785775	0.907586637367923
FHAD1	0.922079503434348	0.952108069145014	0.928368774728356	0.848492052795381
EFHD2	0.982341456421562	0.992677071483956	0.986114722893049	0.831840033051164
CTRC	0.929926113324912	0.911319252380963	0.929116321092239	0.713424063121023
CELA2A	0.917938061509178	0.89268550043681	0.914870633268426	0.811185490902679
CELA2B	0.664888868265016	0.650297547649636	0.671086801378798	0.635069530759182
CASP9	0.968069931995074	0.977046564027705	0.970504479076938	0.781260411646897
DNAJC16	0.883354489586054	0.978765036732455	0.894129302305129	0.586678767368085
AGMAT	0.96857169179876	0.94617675550551	0.968575839648436	0.902723209394354
DDI2	0.574240570894118	0.529224139971358	0.577438607133787	0.383543623024883
PLEKHM2	0.967005642655997	0.989740465944204	0.971478108699586	0.653116349645232
SLC25A34	0.969613758110454	0.994833544783547	0.970096614779973	0.62867794652813
TMEM82	0.934938393903372	0.903406104507059	0.934408878706083	0.915162236144491
FBLIM1	0.97930315986428	0.996484739553073	0.984125710373755	0.823178609186576
SPEN	0.905668956802073	0.99014431376153	0.930524465510212	0.641534162216581
ZBTB17	0.941996822286834	0.987383888321651	0.951413928675198	0.572106375753745
C1orf64	0.95751995720546	0.921230492401282	0.956782653436237	0.923958620258545
HSPB7	0.993009512357499	0.997569774646034	0.994783147484673	0.945003151508959
CLCNKA	0.982083487674247	0.984960537929263	0.982421433223105	0.872129644863679
CLCNKB	0.969585641163497	0.961704979582064	0.971293564261148	0.931599692226029
FAM131C	0.941969872413885	0.912782166222289	0.940670922355177	0.893891939824764
EPHA2	0.994039034603251	0.997604020643674	0.994965819927087	0.89269592856141
ARHGEF19	0.981387284562983	0.99689259587167	0.98320836764304	0.905092206512742
RSG1	0.941476640772142	0.990904539117356	0.944713252203621	0.850023228948315
FBXO42	0.921921189032171	0.9881047033222	0.921171883149861	0.73947418256492
SZRD1	0.886977961452698	0.821474474198806	0.896284645391525	0.679531946928998
SPATA21	0.741546082732622	0.104055156421	0.352432985355888	0.264145921265264
NECAP2	0.968439097804489	0.985493860001967	0.974408672422848	0.73252990646113
NBPF1	0.975533877639839	0.985829955652112	0.961241182389185	0.769666159550921
CROCC	0.841337466605651	0.97246466654733	0.961740542565836	0.760169090926529
MFAP2	0.988300423251266	0.993804978551805	0.989212826388983	0.920746411950787
ATP13A2	0.969072166168946	0.990393149276356	0.977197502852023	0.788640065123198
SDHB	0.951350960396013	0.983257714845532	0.963124290959156	0.709381641424653
PADI2	0.996346815929353	0.996079621369735	0.996925969272377	0.876003911513687
PADI1	0.980390581242506	0.950081570560444	0.976162326124714	0.92451192084739
PADI3	0.980567140925182	0.926491981045456	0.979418779137425	0.957013257554584
PADI4	0.941657876009061	0.941007044000749	0.942498476730316	0.826582266991936
RCC2	0.980989859360845	0.992619614483049	0.984781137074341	0.828111059861245
ARHGEF10L	0.973703824481466	0.990733975312326	0.97439121348371	0.757419115008008
IGSF21	0.971327034526035	0.979719797494154	0.972070588577322	0.894763637549033
KLHDC7A	0.98751786771713	0.968596266753672	0.988837210273721	0.960298559946921
PAX7	0.915018045917479	0.722876594946134	0.914504331720078	0.887331365639977
ALDH4A1	0.987221313859401	0.992607537686009	0.988596531791169	0.899273185763659
IFFO2	0.800918283640795	0.781032853587258	0.798852943706911	0.726402673086757
UBR4	0.801516720881889	0.990725061817444	0.879888804781579	0.582287156540397
EMC1	0.873458419641247	0.975196767009852	0.882985635995452	0.596101537249868
MRTO4	0.937348855149615	0.982555871279971	0.939834021676863	0.720666058130579
AKR7A3	0.994575365883525	0.995991467208142	0.994893137315074	0.836775215954877
AKR7A2	0.957808434358231	0.992454028005242	0.966607418946173	0.75492040271729
PQLC2	0.958288192150914	0.985740839088694	0.965949798892799	0.569469664739217
CAPZB	0.955990898982883	0.993059640711271	0.975127197913	0.767954688008164
MINOS1	0.310925129646367	0.400167094887697	0.309873165960705	0.247795132234461
NBL1	0.87750917307589	0.874657110691761	0.878885263848797	0.842535864636363
TMCO4	0.967889171927446	0.991850553823574	0.976193411930689	0.847060488092537
RNF186	0.969456977267793	0.922162027929523	0.969902374770275	0.936660519801099
OTUD3	0.946051085109898	0.992798317763575	0.949183324063596	0.721708120441488
PLA2G2A	0.998103391868987	0.997047074461044	0.998463538646574	0.942076738461448
PLA2G5	0.990133795612037	0.989346879539766	0.990496885109292	0.942385918007337
PLA2G2D	0.976364825757901	0.925147430448495	0.976899074776682	0.955948020234949
PLA2G2F	0.824863243674788	0.746596837241836	0.825087532165296	0.803983177000251
PLA2G2C	0.924830889618965	0.924109647339648	0.925199706294223	0.901578001451557
UBXN10	0.996479519330486	0.998628362716492	0.997081943248362	0.922101207301578
VWA5B1	0.950118597977312	0.903577526723564	0.949718329990467	0.894346360521475
CAMK2N1	0.993645838623277	0.997284103931842	0.994745301608656	0.840169859096938
MUL1	0.963744944470121	0.986523908563377	0.970348804121963	0.799126155354153
FAM43B	0.97849433894307	0.954490116902412	0.978898491809596	0.907328819687104
CDA	0.995721000790382	0.997320997810861	0.996183655937548	0.764577849174912
PINK1	0.962324259452824	0.987791822215721	0.969252579935205	0.846867298179595
DDOST	0.957732959962454	0.982628426376027	0.965682738177558	0.690022654264047
KIF17	0.980642964597489	0.995771857376649	0.979276929203067	0.907319734596332
SH2D5	0.956708877802507	0.968571052324342	0.957165571550144	0.868226793643319
HP1BP3	0.933213168946733	0.991785618597797	0.94837977467018	0.748196788840582
EIF4G3	0.974253761931448	0.993551985476619	0.973667713708767	0.761828945644341
ECE1	0.980143083096672	0.994572848610202	0.982897516989708	0.772574791315152
NBPF3	0.959874130184068	0.986631331169255	0.965344919441337	0.866694262138515
ALPL	0.995315945520073	0.998088127337056	0.996206677551019	0.927709661990056
RAP1GAP	0.998330617677224	0.998900367498341	0.997359012762282	0.937643948596892
USP48	0.947295843899331	0.984242950813815	0.952469529842095	0.661737210335973
LDLRAD2	0.83086534372765	0.765970540018409	0.7960592938968	0.606187533716421
HSPG2	0.94706265694273	0.988745903746078	0.961816299090787	0.851174684311121
CELA3B	0.971949017268447	0.934492400071702	0.971692792297967	0.851978435494002
CELA3A	0.983402814653127	0.96514301276597	0.982668844520812	0.847344443054565
CDC42	0.944485785696184	0.977211689262481	0.949120001397016	0.735073556404872
WNT4	0.988676828444332	0.996602634646391	0.981648889837772	0.942773743247997
ZBTB40	0.978518159330297	0.992230902602455	0.982306001567309	0.738533253641893
EPHA8	0.905447567143387	0.826019148748092	0.906444124500767	0.876234239935942
C1QA	0.996332387237018	0.998278250071374	0.997025493663641	0.957399129504762
C1QC	0.996624493373127	0.997770209428311	0.997261603658333	0.950266796829708
C1QB	0.996734378623264	0.997996318319065	0.997343014331275	0.959524598079755
EPHB2	0.990805692247864	0.997384867209783	0.995694504421745	0.919711700710348
KDM1A	0.919343573449628	0.971842569815535	0.936829908991976	0.776385876000079
LUZP1	0.981101548053642	0.994307915129532	0.98323577971191	0.788181368056642
HTR1D	0.956255087905867	0.861329485892866	0.950033936111472	0.910829969127481
HNRNPR	0.934989833654991	0.988042819514273	0.945967753286387	0.723827730957851
ZNF436	0.988140352817006	0.995145079784476	0.990281751813873	0.909648683314735
TCEA3	0.9883692318852	0.995348995203603	0.990438683894379	0.892724121024265
ASAP3	0.966882903386533	0.990637943251374	0.972993865625062	0.819582669768892
E2F2	0.979123347763581	0.978100474030605	0.97970239273317	0.850337185566858
ID3	0.992965440418906	0.997623418758309	0.993725018932448	0.931464403466924
MDS2	0.867600377646771	0.845605082857965	0.876359315595064	0.868860976542434
RPL11	0.941362162643055	0.979875744259633	0.953727277870946	0.793956644795055
PITHD1	0.907214515274976	0.968540598134158	0.925372432227766	0.765468703628796
LYPLA2	0.954114662159607	0.98267260256688	0.962267195233493	0.658122777745686
GALE	0.992401410338952	0.997792521181449	0.992960983252322	0.864971837034273
HMGCL	0.977331530724322	0.99076346483953	0.982673253350524	0.843844012597999
FUCA1	0.989174282546115	0.995453486953775	0.991365784499909	0.868791221921862
CNR2	0.952489236662943	0.888639519356506	0.954410445087786	0.921229371157492
PNRC2	0.965004483061255	0.990021368802334	0.957451418439249	0.824344562324817
SRSF10	0.951741311315072	0.970816931503977	0.955911171539685	0.622970488961466
MYOM3	0.971947377718914	0.97876370501514	0.968581977011986	0.835213701113361
IL22RA1	0.98653315647266	0.980798137141186	0.986075541671746	0.869346536751414
IFNLR1	0.988849195956038	0.994597244342334	0.988289537246302	0.844490971535838
GRHL3	0.953178049213287	0.960524506648626	0.952962597602627	0.8960690813431
STPG1	0.959067958589155	0.989878943444102	0.963647482950744	0.872962376751605
NIPAL3	0.959201463868459	0.994900200635689	0.960712460573422	0.914952113815057
RCAN3	0.894579724645727	0.859296269362216	0.891120877793381	0.839646418069548
NCMAP	0.986026766962375	0.961243829477773	0.985633495768604	0.913798309685092
SRRM1	0.972152575590635	0.992765449318395	0.978326862227309	0.616648625620605
CLIC4	0.993075176033631	0.99768503839483	0.994408356045465	0.887682962315395
RUNX3	0.991346773695954	0.996350739389695	0.988704415101907	0.881842372344384
SYF2	0.966330700040259	0.989218235929592	0.972968068150111	0.83390402012187
TMEM50A	0.943430403974046	0.938240221332973	0.919141321358959	0.710330601098333
RHCE	0.782058855953205	0.0596844335060337	0.782409177717915	0.733589839706704
TMEM57	0.914436162064335	0.962624036523237	0.930793091326048	0.697343931372279
LDLRAP1	0.960946458210556	0.987199690244446	0.967816024865319	0.689022772420551
MAN1C1	0.983787333665873	0.997094873946465	0.985072904003419	0.893515944073473
MTFR1L	0.960721591539407	0.970841470097203	0.965908491211169	0.780218423666537
AUNIP	0.931775405817137	0.143755313021029	0.926408409125194	0.820619609928508
PAQR7	0.981720000413383	0.99233183270753	0.985242897101194	0.866838623037723
STMN1	0.984368605273981	0.995365008206062	0.98749458619505	0.915341449450015
PAFAH2	0.931587892592464	0.990082200487382	0.929427245737969	0.742492332987625
EXTL1	0.957910350946031	0.960638356679279	0.960176070565386	0.91054161567183
SLC30A2	0.973825959768931	0.909844392212931	0.973205302559404	0.948396386203705
TRIM63	0.977920038991444	0.935795738196008	0.981255918624778	0.890091167648672
PDIK1L	0.976620047232438	0.990792699100689	0.972087257079095	0.843173506105008
FAM110D	0.985685252629064	0.986938027577018	0.986700060575242	0.898605955731945
ZNF593	0.959600730089547	0.984387841703236	0.968198368449737	0.759039630815952
CNKSR1	0.990155859719081	0.998026843899518	0.99052470649504	0.896177766358218
CEP85	0.973666330320558	0.990972719370782	0.97804911122343	0.72215510198735
SH3BGRL3	0.919286276106015	0.949816287413454	0.922747286588617	0.73485093087677
UBXN11	0.989684436596655	0.903231232162095	0.991674810352809	0.787820188814449
CD52	0.994551376570694	0.996259516211442	0.995116787040408	0.943469366828735
ZNF683	0.967958677527611	0.917274308987525	0.968370703061917	0.94977078339944
DHDDS	0.936480295293546	0.986589161452849	0.942130429952432	0.760903923125384
HMGN2	0.965189103272443	0.99097332357046	0.970307104957829	0.844965810762801
RPS6KA1	0.994061758141852	0.998196308898251	0.995192724405274	0.874200464673696
ARID1A	0.939448824939392	0.984046554179845	0.934804092795984	0.711206557113133
PIGV	0.935586992866081	0.985423440832708	0.94567660274662	0.738963247500417
ZDHHC18	0.868894604366994	0.984422914097207	0.880346826671552	0.541755134948865
SFN	0.997933753281294	0.995335380678496	0.998090259200518	0.936068028299132
GPN2	0.612487127070219	0.974137497413719	0.649845570012487	0.485492802738754
GPATCH3	0.927130844105909	0.973877124299821	0.943448661149599	0.712874517252501
NUDC	0.956063842054848	0.985051355066854	0.964892891472493	0.768928202414068
NR0B2	0.962979790451806	0.918226779042626	0.962605820274954	0.939611298686476
TRNP1	0.991568370679997	0.997658833338111	0.992854424289915	0.935923052200417
FAM46B	0.995628952129887	0.99439584229037	0.996014198867895	0.939372390754324
SLC9A1	0.975130237371883	0.995605645413223	0.98651358939678	0.879057793430549
WDTC1	0.954654295646146	0.986590679945782	0.963158753561182	0.798914237866926
TMEM222	0.944620316096363	0.979215023583892	0.955484900299671	0.766403818791005
SYTL1	0.99560098275082	0.997940182420704	0.995920920500181	0.933540386763148
MAP3K6	0.957417481966334	0.996323809238024	0.974252380434636	0.789706624316175
FCN3	0.996966440661609	0.997823300304805	0.997204954484803	0.952340567365337
CD164L2	0.984461511575531	0.953025432790763	0.983702885634817	0.971277723541075
GPR3	0.987023383245452	0.968075164480302	0.98758624022876	0.928151816238131
WASF2	0.983517982516322	0.993993442909137	0.986472601337777	0.872554659671766
AHDC1	0.986033402675512	0.995159906961803	0.987865833600923	0.852876443033502
FGR	0.994589623253914	0.998029027902696	0.994828848126053	0.880940808294618
IFI6	0.994610169576669	0.997317028807031	0.995682750643557	0.935064448134932
FAM76A	0.933918928404307	0.992077582902387	0.935223045797985	0.760384366203942
STX12	0.97840317465548	0.993884506169501	0.981128252781471	0.824571507607556
PPP1R8	0.928811795963937	0.912117117550301	0.933441090297807	0.793229575190913
THEMIS2	0.989291467535609	0.997462077322644	0.990269337674027	0.916094044586482
RPA2	0.963653641105955	0.988539867586582	0.971832814656089	0.853673286669004
SMPDL3B	0.978038566423591	0.97877893285522	0.978062115598899	0.905935367130586
XKR8	0.959003343120624	0.986316418093455	0.965249123510651	0.688405985584621
EYA3	0.905601843187063	0.986077703494718	0.90198750076705	0.647931723308212
PTAFR	0.992661188645969	0.996270737077872	0.993134018577494	0.935558970818542
DNAJC8	0.940891145136685	0.962384885476729	0.949489993490424	0.791443772567409
ATPIF1	0.89334765674155	0.990742676627418	0.901916593359986	0.753080857654223
SESN2	0.983079587713294	0.992129299338448	0.986341466886396	0.72918314545145
MED18	0.967210660290505	0.985566160247574	0.963235142416349	0.747878451031938
PHACTR4	0.941453190300353	0.979998132226262	0.972432205914228	0.715367642375478
RCC1	0.966583419164849	0.98820733231505	0.968816487631769	0.804805323295579
TRNAU1AP	0.924128385395521	0.986314687705692	0.921098232806988	0.799604054522854
TAF12	0.935863354834132	0.980314775445526	0.941491238978187	0.730827145292324
RAB42	0.968001478427869	0.983503541466598	0.967459625458939	0.901714724085662
GMEB1	0.863467894056308	0.982118453184483	0.883838365457711	0.681729168629668
YTHDF2	0.941011161642389	0.975504002651448	0.951487257293659	0.658683940096938
EPB41	0.874636994480807	0.669553046460787	0.886380171794568	0.623260953701833
TMEM200B	0.698527536868022	0.639921920238069	0.68693617003409	0.629870679123529
SRSF4	0.942286893299867	0.982795359924277	0.944995707125974	0.567459162582393
MECR	0.900016668002534	0.980456914120253	0.908354655560702	0.693458566300933
PTPRU	0.972963936685282	0.995528580645243	0.976053111064529	0.853212564006628
MATN1	0.664108508966754	0.981857133648359	0.664279107321236	0.59603593713449
LAPTM5	0.994600073827283	0.997517260761827	0.995640138261689	0.945793745041221
SDC3	0.990932705943698	0.998007907772474	0.992037226196014	0.897077461466695
PUM1	0.94485042414668	0.987629155595141	0.955398689189068	0.670021566603267
NKAIN1	0.94733917758152	0.894721254459807	0.946646844371725	0.914668674353181
SNRNP40	0.921561846784157	0.984445612357339	0.932202643991936	0.758548328870674
ZCCHC17	0.95888195761987	0.988504454173974	0.963405228074423	0.852162350975654
FABP3	0.994614926930068	0.993758236475732	0.995252750895643	0.933355043471231
SERINC2	0.998041909642054	0.998628114541085	0.998356891177263	0.883300030222798
TINAGL1	0.990172913013134	0.997064093776652	0.991564967290026	0.775946119929108
HCRTR1	0.897104691438872	0.762678432416171	0.894644660823774	0.876977133779617
PEF1	0.968847892911459	0.990965401093388	0.976205620597504	0.824282519817779
COL16A1	0.993554419915643	0.998351598728102	0.994529298461893	0.861643664456142
SPOCD1	0.96630543630319	0.960582962531614	0.966165101514429	0.870797931673827
PTP4A2	0.874495329107146	0.990278572163366	0.905553557414259	0.759825295892436
KHDRBS1	0.959187599559669	0.988917542195173	0.96661148660752	0.784306769756546
TMEM39B	0.94940781361145	0.982273954317019	0.962934146387855	0.690118107871147
KPNA6	0.950124199620228	0.984497598093729	0.958213914379493	0.726428919533159
TXLNA	0.955788088628511	0.98635221414652	0.963611772944084	0.716575812606992
CCDC28B	0.949297155450924	0.99516728178085	0.9562803939575	0.833669355798022
IQCC	0.984004185162828	0.99310989516142	0.982647098356891	0.858987804711226
DCDC2B	0.757460158735341	0.775482237716526	0.758491124894114	0.623043367289771
TMEM234	0.948886985770833	0.956839297421712	0.952006894535092	0.726251174419772
EIF3I	0.922503405440809	0.973650499496516	0.933311184490017	0.71353404744405
